id,instrument_token,symbol,expiry_date,strike_price,option_type,tier,subscribed_at,ws_connection_id,active
622,NIFTY_2026-02-10_24700PE,NIFTY,2026-02-10,24700.0,PE,TIER_B,2026-02-05 04:43:52.155458,2,1
623,NIFTY_2026-02-10_24750CE,NIFTY,2026-02-10,24750.0,CE,TIER_B,2026-02-05 04:43:52.155489,3,1
624,NIFTY_2026-02-10_24750PE,NIFTY,2026-02-10,24750.0,PE,TIER_B,2026-02-05 04:43:52.155520,4,1
625,NIFTY_2026-02-10_24800CE,NIFTY,2026-02-10,24800.0,CE,TIER_B,2026-02-05 04:43:52.155549,5,1
626,NIFTY_2026-02-10_24800PE,NIFTY,2026-02-10,24800.0,PE,TIER_B,2026-02-05 04:43:52.155582,1,1
627,NIFTY_2026-02-10_24850CE,NIFTY,2026-02-10,24850.0,CE,TIER_B,2026-02-05 04:43:52.155612,2,1
628,NIFTY_2026-02-10_24850PE,NIFTY,2026-02-10,24850.0,PE,TIER_B,2026-02-05 04:43:52.155641,3,1
629,NIFTY_2026-02-10_24900CE,NIFTY,2026-02-10,24900.0,CE,TIER_B,2026-02-05 04:43:52.155673,4,1
630,NIFTY_2026-02-10_24900PE,NIFTY,2026-02-10,24900.0,PE,TIER_B,2026-02-05 04:43:52.155708,5,1
631,NIFTY_2026-02-10_24950CE,NIFTY,2026-02-10,24950.0,CE,TIER_B,2026-02-05 04:43:52.155739,1,1
632,NIFTY_2026-02-10_24950PE,NIFTY,2026-02-10,24950.0,PE,TIER_B,2026-02-05 04:43:52.155775,2,1
633,NIFTY_2026-02-10_25000CE,NIFTY,2026-02-10,25000.0,CE,TIER_B,2026-02-05 04:43:52.155805,3,1
634,NIFTY_2026-02-10_25000PE,NIFTY,2026-02-10,25000.0,PE,TIER_B,2026-02-05 04:43:52.155838,4,1
635,NIFTY_2026-02-10_25050CE,NIFTY,2026-02-10,25050.0,CE,TIER_B,2026-02-05 04:43:52.155867,5,1
636,NIFTY_2026-02-10_25050PE,NIFTY,2026-02-10,25050.0,PE,TIER_B,2026-02-05 04:43:52.155899,1,1
637,NIFTY_2026-02-10_25100CE,NIFTY,2026-02-10,25100.0,CE,TIER_B,2026-02-05 04:43:52.155932,2,1
638,NIFTY_2026-02-10_25100PE,NIFTY,2026-02-10,25100.0,PE,TIER_B,2026-02-05 04:43:52.155964,3,1
639,NIFTY_2026-02-10_25150CE,NIFTY,2026-02-10,25150.0,CE,TIER_B,2026-02-05 04:43:52.155999,4,1
640,NIFTY_2026-02-10_25150PE,NIFTY,2026-02-10,25150.0,PE,TIER_B,2026-02-05 04:43:52.156029,5,1
641,NIFTY_2026-02-10_25200CE,NIFTY,2026-02-10,25200.0,CE,TIER_B,2026-02-05 04:43:52.156061,1,1
642,NIFTY_2026-02-10_25200PE,NIFTY,2026-02-10,25200.0,PE,TIER_B,2026-02-05 04:43:52.156093,2,1
643,NIFTY_2026-02-10_25250CE,NIFTY,2026-02-10,25250.0,CE,TIER_B,2026-02-05 04:43:52.156126,3,1
644,NIFTY_2026-02-10_25250PE,NIFTY,2026-02-10,25250.0,PE,TIER_B,2026-02-05 04:43:52.156159,4,1
645,NIFTY_2026-02-10_25300CE,NIFTY,2026-02-10,25300.0,CE,TIER_B,2026-02-05 04:43:52.156189,5,1
646,NIFTY_2026-02-10_25300PE,NIFTY,2026-02-10,25300.0,PE,TIER_B,2026-02-05 04:43:52.156217,1,1
647,NIFTY_2026-02-10_25350CE,NIFTY,2026-02-10,25350.0,CE,TIER_B,2026-02-05 04:43:52.156246,2,1
648,NIFTY_2026-02-10_25350PE,NIFTY,2026-02-10,25350.0,PE,TIER_B,2026-02-05 04:43:52.156275,3,1
649,NIFTY_2026-02-10_25400CE,NIFTY,2026-02-10,25400.0,CE,TIER_B,2026-02-05 04:43:52.156304,4,1
650,NIFTY_2026-02-10_25400PE,NIFTY,2026-02-10,25400.0,PE,TIER_B,2026-02-05 04:43:52.156337,5,1
651,NIFTY_2026-02-10_25450CE,NIFTY,2026-02-10,25450.0,CE,TIER_B,2026-02-05 04:43:52.156369,1,1
652,NIFTY_2026-02-10_25450PE,NIFTY,2026-02-10,25450.0,PE,TIER_B,2026-02-05 04:43:52.156398,2,1
653,NIFTY_2026-02-10_25500CE,NIFTY,2026-02-10,25500.0,CE,TIER_B,2026-02-05 04:43:52.156427,3,1
654,NIFTY_2026-02-10_25500PE,NIFTY,2026-02-10,25500.0,PE,TIER_B,2026-02-05 04:43:52.156456,4,1
655,NIFTY_2026-02-17_24500CE,NIFTY,2026-02-17,24500.0,CE,TIER_B,2026-02-05 04:43:52.156494,5,1
656,NIFTY_2026-02-17_24500PE,NIFTY,2026-02-17,24500.0,PE,TIER_B,2026-02-05 04:43:52.156539,1,1
657,NIFTY_2026-02-17_24550CE,NIFTY,2026-02-17,24550.0,CE,TIER_B,2026-02-05 04:43:52.156582,2,1
658,NIFTY_2026-02-17_24550PE,NIFTY,2026-02-17,24550.0,PE,TIER_B,2026-02-05 04:43:52.156618,3,1
659,NIFTY_2026-02-17_24600CE,NIFTY,2026-02-17,24600.0,CE,TIER_B,2026-02-05 04:43:52.156652,4,1
660,NIFTY_2026-02-17_24600PE,NIFTY,2026-02-17,24600.0,PE,TIER_B,2026-02-05 04:43:52.156690,5,1
661,NIFTY_2026-02-17_24650CE,NIFTY,2026-02-17,24650.0,CE,TIER_B,2026-02-05 04:43:52.156731,1,1
662,NIFTY_2026-02-17_24650PE,NIFTY,2026-02-17,24650.0,PE,TIER_B,2026-02-05 04:43:52.156761,2,1
663,NIFTY_2026-02-17_24700CE,NIFTY,2026-02-17,24700.0,CE,TIER_B,2026-02-05 04:43:52.156800,3,1
664,NIFTY_2026-02-17_24700PE,NIFTY,2026-02-17,24700.0,PE,TIER_B,2026-02-05 04:43:52.156834,4,1
665,NIFTY_2026-02-17_24750CE,NIFTY,2026-02-17,24750.0,CE,TIER_B,2026-02-05 04:43:52.156865,5,1
666,NIFTY_2026-02-17_24750PE,NIFTY,2026-02-17,24750.0,PE,TIER_B,2026-02-05 04:43:52.156905,1,1
667,NIFTY_2026-02-17_24800CE,NIFTY,2026-02-17,24800.0,CE,TIER_B,2026-02-05 04:43:52.156962,2,1
668,NIFTY_2026-02-17_24800PE,NIFTY,2026-02-17,24800.0,PE,TIER_B,2026-02-05 04:43:52.157024,3,1
669,NIFTY_2026-02-17_24850CE,NIFTY,2026-02-17,24850.0,CE,TIER_B,2026-02-05 04:43:52.157073,4,1
670,NIFTY_2026-02-17_24850PE,NIFTY,2026-02-17,24850.0,PE,TIER_B,2026-02-05 04:43:52.157129,5,1
671,NIFTY_2026-02-17_24900CE,NIFTY,2026-02-17,24900.0,CE,TIER_B,2026-02-05 04:43:52.157185,1,1
672,NIFTY_2026-02-17_24900PE,NIFTY,2026-02-17,24900.0,PE,TIER_B,2026-02-05 04:43:52.157240,2,1
673,NIFTY_2026-02-17_24950CE,NIFTY,2026-02-17,24950.0,CE,TIER_B,2026-02-05 04:43:52.157295,3,1
674,NIFTY_2026-02-17_24950PE,NIFTY,2026-02-17,24950.0,PE,TIER_B,2026-02-05 04:43:52.157333,4,1
675,NIFTY_2026-02-17_25000CE,NIFTY,2026-02-17,25000.0,CE,TIER_B,2026-02-05 04:43:52.157365,5,1
676,NIFTY_2026-02-17_25000PE,NIFTY,2026-02-17,25000.0,PE,TIER_B,2026-02-05 04:43:52.157395,1,1
677,NIFTY_2026-02-17_25050CE,NIFTY,2026-02-17,25050.0,CE,TIER_B,2026-02-05 04:43:52.157422,2,1
678,NIFTY_2026-02-17_25050PE,NIFTY,2026-02-17,25050.0,PE,TIER_B,2026-02-05 04:43:52.157456,3,1
679,NIFTY_2026-02-17_25100CE,NIFTY,2026-02-17,25100.0,CE,TIER_B,2026-02-05 04:43:52.157484,4,1
680,NIFTY_2026-02-17_25100PE,NIFTY,2026-02-17,25100.0,PE,TIER_B,2026-02-05 04:43:52.157514,5,1
681,NIFTY_2026-02-17_25150CE,NIFTY,2026-02-17,25150.0,CE,TIER_B,2026-02-05 04:43:52.157545,1,1
682,NIFTY_2026-02-17_25150PE,NIFTY,2026-02-17,25150.0,PE,TIER_B,2026-02-05 04:43:52.157578,2,1
683,NIFTY_2026-02-17_25200CE,NIFTY,2026-02-17,25200.0,CE,TIER_B,2026-02-05 04:43:52.157613,3,1
684,NIFTY_2026-02-17_25200PE,NIFTY,2026-02-17,25200.0,PE,TIER_B,2026-02-05 04:43:52.157655,4,1
685,NIFTY_2026-02-17_25250CE,NIFTY,2026-02-17,25250.0,CE,TIER_B,2026-02-05 04:43:52.157683,5,1
686,NIFTY_2026-02-17_25250PE,NIFTY,2026-02-17,25250.0,PE,TIER_B,2026-02-05 04:43:52.157714,1,1
687,NIFTY_2026-02-17_25300CE,NIFTY,2026-02-17,25300.0,CE,TIER_B,2026-02-05 04:43:52.157744,2,1
688,NIFTY_2026-02-17_25300PE,NIFTY,2026-02-17,25300.0,PE,TIER_B,2026-02-05 04:43:52.157774,3,1
689,NIFTY_2026-02-17_25350CE,NIFTY,2026-02-17,25350.0,CE,TIER_B,2026-02-05 04:43:52.157802,4,1
690,NIFTY_2026-02-17_25350PE,NIFTY,2026-02-17,25350.0,PE,TIER_B,2026-02-05 04:43:52.157831,5,1
691,NIFTY_2026-02-17_25400CE,NIFTY,2026-02-17,25400.0,CE,TIER_B,2026-02-05 04:43:52.157865,1,1
692,NIFTY_2026-02-17_25400PE,NIFTY,2026-02-17,25400.0,PE,TIER_B,2026-02-05 04:43:52.157895,2,1
693,NIFTY_2026-02-17_25450CE,NIFTY,2026-02-17,25450.0,CE,TIER_B,2026-02-05 04:43:52.157926,3,1
694,NIFTY_2026-02-17_25450PE,NIFTY,2026-02-17,25450.0,PE,TIER_B,2026-02-05 04:43:52.157955,4,1
695,NIFTY_2026-02-17_25500CE,NIFTY,2026-02-17,25500.0,CE,TIER_B,2026-02-05 04:43:52.157986,5,1
696,NIFTY_2026-02-17_25500PE,NIFTY,2026-02-17,25500.0,PE,TIER_B,2026-02-05 04:43:52.158016,1,1
697,BANKNIFTY_2026-02-10_24500CE,BANKNIFTY,2026-02-10,24500.0,CE,TIER_B,2026-02-05 04:43:52.158203,2,1
698,BANKNIFTY_2026-02-10_24500PE,BANKNIFTY,2026-02-10,24500.0,PE,TIER_B,2026-02-05 04:43:52.158242,3,1
699,BANKNIFTY_2026-02-10_24550CE,BANKNIFTY,2026-02-10,24550.0,CE,TIER_B,2026-02-05 04:43:52.158274,4,1
700,BANKNIFTY_2026-02-10_24550PE,BANKNIFTY,2026-02-10,24550.0,PE,TIER_B,2026-02-05 04:43:52.158307,5,1
701,BANKNIFTY_2026-02-10_24600CE,BANKNIFTY,2026-02-10,24600.0,CE,TIER_B,2026-02-05 04:43:52.158337,1,1
702,BANKNIFTY_2026-02-10_24600PE,BANKNIFTY,2026-02-10,24600.0,PE,TIER_B,2026-02-05 04:43:52.158365,2,1
703,BANKNIFTY_2026-02-10_24650CE,BANKNIFTY,2026-02-10,24650.0,CE,TIER_B,2026-02-05 04:43:52.158393,3,1
704,BANKNIFTY_2026-02-10_24650PE,BANKNIFTY,2026-02-10,24650.0,PE,TIER_B,2026-02-05 04:43:52.158421,4,1
705,BANKNIFTY_2026-02-10_24700CE,BANKNIFTY,2026-02-10,24700.0,CE,TIER_B,2026-02-05 04:43:52.158449,5,1
706,BANKNIFTY_2026-02-10_24700PE,BANKNIFTY,2026-02-10,24700.0,PE,TIER_B,2026-02-05 04:43:52.158477,1,1
707,BANKNIFTY_2026-02-10_24750CE,BANKNIFTY,2026-02-10,24750.0,CE,TIER_B,2026-02-05 04:43:52.158504,2,1
708,BANKNIFTY_2026-02-10_24750PE,BANKNIFTY,2026-02-10,24750.0,PE,TIER_B,2026-02-05 04:43:52.158532,3,1
709,BANKNIFTY_2026-02-10_24800CE,BANKNIFTY,2026-02-10,24800.0,CE,TIER_B,2026-02-05 04:43:52.158559,4,1
710,BANKNIFTY_2026-02-10_24800PE,BANKNIFTY,2026-02-10,24800.0,PE,TIER_B,2026-02-05 04:43:52.158588,5,1
711,BANKNIFTY_2026-02-10_24850CE,BANKNIFTY,2026-02-10,24850.0,CE,TIER_B,2026-02-05 04:43:52.158615,1,1
712,BANKNIFTY_2026-02-10_24850PE,BANKNIFTY,2026-02-10,24850.0,PE,TIER_B,2026-02-05 04:43:52.158643,2,1
713,BANKNIFTY_2026-02-10_24900CE,BANKNIFTY,2026-02-10,24900.0,CE,TIER_B,2026-02-05 04:43:52.158671,3,1
714,BANKNIFTY_2026-02-10_24900PE,BANKNIFTY,2026-02-10,24900.0,PE,TIER_B,2026-02-05 04:43:52.158699,4,1
715,BANKNIFTY_2026-02-10_24950CE,BANKNIFTY,2026-02-10,24950.0,CE,TIER_B,2026-02-05 04:43:52.158725,5,1
716,BANKNIFTY_2026-02-10_24950PE,BANKNIFTY,2026-02-10,24950.0,PE,TIER_B,2026-02-05 04:43:52.158752,1,1
717,BANKNIFTY_2026-02-10_25000CE,BANKNIFTY,2026-02-10,25000.0,CE,TIER_B,2026-02-05 04:43:52.158780,2,1
718,BANKNIFTY_2026-02-10_25000PE,BANKNIFTY,2026-02-10,25000.0,PE,TIER_B,2026-02-05 04:43:52.158810,3,1
719,BANKNIFTY_2026-02-10_25050CE,BANKNIFTY,2026-02-10,25050.0,CE,TIER_B,2026-02-05 04:43:52.158839,4,1
720,BANKNIFTY_2026-02-10_25050PE,BANKNIFTY,2026-02-10,25050.0,PE,TIER_B,2026-02-05 04:43:52.158868,5,1
721,BANKNIFTY_2026-02-10_25100CE,BANKNIFTY,2026-02-10,25100.0,CE,TIER_B,2026-02-05 04:43:52.158895,1,1
722,BANKNIFTY_2026-02-10_25100PE,BANKNIFTY,2026-02-10,25100.0,PE,TIER_B,2026-02-05 04:43:52.158923,2,1
723,BANKNIFTY_2026-02-10_25150CE,BANKNIFTY,2026-02-10,25150.0,CE,TIER_B,2026-02-05 04:43:52.158950,3,1
724,BANKNIFTY_2026-02-10_25150PE,BANKNIFTY,2026-02-10,25150.0,PE,TIER_B,2026-02-05 04:43:52.158978,4,1
725,BANKNIFTY_2026-02-10_25200CE,BANKNIFTY,2026-02-10,25200.0,CE,TIER_B,2026-02-05 04:43:52.159006,5,1
726,BANKNIFTY_2026-02-10_25200PE,BANKNIFTY,2026-02-10,25200.0,PE,TIER_B,2026-02-05 04:43:52.159034,1,1
727,BANKNIFTY_2026-02-10_25250CE,BANKNIFTY,2026-02-10,25250.0,CE,TIER_B,2026-02-05 04:43:52.159062,2,1
728,BANKNIFTY_2026-02-10_25250PE,BANKNIFTY,2026-02-10,25250.0,PE,TIER_B,2026-02-05 04:43:52.159089,3,1
729,BANKNIFTY_2026-02-10_25300CE,BANKNIFTY,2026-02-10,25300.0,CE,TIER_B,2026-02-05 04:43:52.159118,4,1
730,BANKNIFTY_2026-02-10_25300PE,BANKNIFTY,2026-02-10,25300.0,PE,TIER_B,2026-02-05 04:43:52.159149,5,1
731,BANKNIFTY_2026-02-10_25350CE,BANKNIFTY,2026-02-10,25350.0,CE,TIER_B,2026-02-05 04:43:52.159181,1,1
732,BANKNIFTY_2026-02-10_25350PE,BANKNIFTY,2026-02-10,25350.0,PE,TIER_B,2026-02-05 04:43:52.159209,2,1
733,BANKNIFTY_2026-02-10_25400CE,BANKNIFTY,2026-02-10,25400.0,CE,TIER_B,2026-02-05 04:43:52.159239,3,1
734,BANKNIFTY_2026-02-10_25400PE,BANKNIFTY,2026-02-10,25400.0,PE,TIER_B,2026-02-05 04:43:52.159267,4,1
735,BANKNIFTY_2026-02-10_25450CE,BANKNIFTY,2026-02-10,25450.0,CE,TIER_B,2026-02-05 04:43:52.159295,5,1
736,BANKNIFTY_2026-02-10_25450PE,BANKNIFTY,2026-02-10,25450.0,PE,TIER_B,2026-02-05 04:43:52.159322,1,1
737,BANKNIFTY_2026-02-10_25500CE,BANKNIFTY,2026-02-10,25500.0,CE,TIER_B,2026-02-05 04:43:52.159350,2,1
738,BANKNIFTY_2026-02-10_25500PE,BANKNIFTY,2026-02-10,25500.0,PE,TIER_B,2026-02-05 04:43:52.159378,3,1
739,BANKNIFTY_2026-02-17_24500CE,BANKNIFTY,2026-02-17,24500.0,CE,TIER_B,2026-02-05 04:43:52.159410,4,1
740,BANKNIFTY_2026-02-17_24500PE,BANKNIFTY,2026-02-17,24500.0,PE,TIER_B,2026-02-05 04:43:52.159438,5,1
741,BANKNIFTY_2026-02-17_24550CE,BANKNIFTY,2026-02-17,24550.0,CE,TIER_B,2026-02-05 04:43:52.159466,1,1
742,BANKNIFTY_2026-02-17_24550PE,BANKNIFTY,2026-02-17,24550.0,PE,TIER_B,2026-02-05 04:43:52.159494,2,1
743,BANKNIFTY_2026-02-17_24600CE,BANKNIFTY,2026-02-17,24600.0,CE,TIER_B,2026-02-05 04:43:52.159522,3,1
744,BANKNIFTY_2026-02-17_24600PE,BANKNIFTY,2026-02-17,24600.0,PE,TIER_B,2026-02-05 04:43:52.159550,4,1
745,BANKNIFTY_2026-02-17_24650CE,BANKNIFTY,2026-02-17,24650.0,CE,TIER_B,2026-02-05 04:43:52.159577,5,1
746,BANKNIFTY_2026-02-17_24650PE,BANKNIFTY,2026-02-17,24650.0,PE,TIER_B,2026-02-05 04:43:52.159605,1,1
747,BANKNIFTY_2026-02-17_24700CE,BANKNIFTY,2026-02-17,24700.0,CE,TIER_B,2026-02-05 04:43:52.159633,2,1
748,BANKNIFTY_2026-02-17_24700PE,BANKNIFTY,2026-02-17,24700.0,PE,TIER_B,2026-02-05 04:43:52.159661,3,1
749,BANKNIFTY_2026-02-17_24750CE,BANKNIFTY,2026-02-17,24750.0,CE,TIER_B,2026-02-05 04:43:52.159688,4,1
750,BANKNIFTY_2026-02-17_24750PE,BANKNIFTY,2026-02-17,24750.0,PE,TIER_B,2026-02-05 04:43:52.159717,5,1
751,BANKNIFTY_2026-02-17_24800CE,BANKNIFTY,2026-02-17,24800.0,CE,TIER_B,2026-02-05 04:43:52.159745,1,1
752,BANKNIFTY_2026-02-17_24800PE,BANKNIFTY,2026-02-17,24800.0,PE,TIER_B,2026-02-05 04:43:52.159773,2,1
753,BANKNIFTY_2026-02-17_24850CE,BANKNIFTY,2026-02-17,24850.0,CE,TIER_B,2026-02-05 04:43:52.159800,3,1
754,BANKNIFTY_2026-02-17_24850PE,BANKNIFTY,2026-02-17,24850.0,PE,TIER_B,2026-02-05 04:43:52.159828,4,1
755,BANKNIFTY_2026-02-17_24900CE,BANKNIFTY,2026-02-17,24900.0,CE,TIER_B,2026-02-05 04:43:52.159868,5,1
756,BANKNIFTY_2026-02-17_24900PE,BANKNIFTY,2026-02-17,24900.0,PE,TIER_B,2026-02-05 04:43:52.159897,1,1
757,BANKNIFTY_2026-02-17_24950CE,BANKNIFTY,2026-02-17,24950.0,CE,TIER_B,2026-02-05 04:43:52.159926,2,1
758,BANKNIFTY_2026-02-17_24950PE,BANKNIFTY,2026-02-17,24950.0,PE,TIER_B,2026-02-05 04:43:52.159957,3,1
759,BANKNIFTY_2026-02-17_25000CE,BANKNIFTY,2026-02-17,25000.0,CE,TIER_B,2026-02-05 04:43:52.159989,4,1
760,BANKNIFTY_2026-02-17_25000PE,BANKNIFTY,2026-02-17,25000.0,PE,TIER_B,2026-02-05 04:43:52.160019,5,1
761,BANKNIFTY_2026-02-17_25050CE,BANKNIFTY,2026-02-17,25050.0,CE,TIER_B,2026-02-05 04:43:52.160048,1,1
762,BANKNIFTY_2026-02-17_25050PE,BANKNIFTY,2026-02-17,25050.0,PE,TIER_B,2026-02-05 04:43:52.160080,2,1
763,BANKNIFTY_2026-02-17_25100CE,BANKNIFTY,2026-02-17,25100.0,CE,TIER_B,2026-02-05 04:43:52.160109,3,1
764,BANKNIFTY_2026-02-17_25100PE,BANKNIFTY,2026-02-17,25100.0,PE,TIER_B,2026-02-05 04:43:52.160137,4,1
765,BANKNIFTY_2026-02-17_25150CE,BANKNIFTY,2026-02-17,25150.0,CE,TIER_B,2026-02-05 04:43:52.160169,5,1
766,BANKNIFTY_2026-02-17_25150PE,BANKNIFTY,2026-02-17,25150.0,PE,TIER_B,2026-02-05 04:43:52.160197,1,1
767,BANKNIFTY_2026-02-17_25200CE,BANKNIFTY,2026-02-17,25200.0,CE,TIER_B,2026-02-05 04:43:52.160232,2,1
768,BANKNIFTY_2026-02-17_25200PE,BANKNIFTY,2026-02-17,25200.0,PE,TIER_B,2026-02-05 04:43:52.160260,3,1
769,BANKNIFTY_2026-02-17_25250CE,BANKNIFTY,2026-02-17,25250.0,CE,TIER_B,2026-02-05 04:43:52.160295,4,1
770,BANKNIFTY_2026-02-17_25250PE,BANKNIFTY,2026-02-17,25250.0,PE,TIER_B,2026-02-05 04:43:52.160327,5,1
771,BANKNIFTY_2026-02-17_25300CE,BANKNIFTY,2026-02-17,25300.0,CE,TIER_B,2026-02-05 04:43:52.160362,1,1
772,BANKNIFTY_2026-02-17_25300PE,BANKNIFTY,2026-02-17,25300.0,PE,TIER_B,2026-02-05 04:43:52.160396,2,1
773,BANKNIFTY_2026-02-17_25350CE,BANKNIFTY,2026-02-17,25350.0,CE,TIER_B,2026-02-05 04:43:52.160429,3,1
774,BANKNIFTY_2026-02-17_25350PE,BANKNIFTY,2026-02-17,25350.0,PE,TIER_B,2026-02-05 04:43:52.160468,4,1
775,BANKNIFTY_2026-02-17_25400CE,BANKNIFTY,2026-02-17,25400.0,CE,TIER_B,2026-02-05 04:43:52.160503,5,1
776,BANKNIFTY_2026-02-17_25400PE,BANKNIFTY,2026-02-17,25400.0,PE,TIER_B,2026-02-05 04:43:52.160533,1,1
777,BANKNIFTY_2026-02-17_25450CE,BANKNIFTY,2026-02-17,25450.0,CE,TIER_B,2026-02-05 04:43:52.160568,2,1
778,BANKNIFTY_2026-02-17_25450PE,BANKNIFTY,2026-02-17,25450.0,PE,TIER_B,2026-02-05 04:43:52.160597,3,1
779,BANKNIFTY_2026-02-17_25500CE,BANKNIFTY,2026-02-17,25500.0,CE,TIER_B,2026-02-05 04:43:52.160632,4,1
780,BANKNIFTY_2026-02-17_25500PE,BANKNIFTY,2026-02-17,25500.0,PE,TIER_B,2026-02-05 04:43:52.160672,5,1
781,SENSEX_2026-02-10_24500CE,SENSEX,2026-02-10,24500.0,CE,TIER_B,2026-02-05 04:43:52.160867,1,1
782,SENSEX_2026-02-10_24500PE,SENSEX,2026-02-10,24500.0,PE,TIER_B,2026-02-05 04:43:52.160932,2,1
783,SENSEX_2026-02-10_24550CE,SENSEX,2026-02-10,24550.0,CE,TIER_B,2026-02-05 04:43:52.160986,3,1
784,SENSEX_2026-02-10_24550PE,SENSEX,2026-02-10,24550.0,PE,TIER_B,2026-02-05 04:43:52.161030,4,1
785,SENSEX_2026-02-10_24600CE,SENSEX,2026-02-10,24600.0,CE,TIER_B,2026-02-05 04:43:52.161064,5,1
786,SENSEX_2026-02-10_24600PE,SENSEX,2026-02-10,24600.0,PE,TIER_B,2026-02-05 04:43:52.161106,1,1
787,SENSEX_2026-02-10_24650CE,SENSEX,2026-02-10,24650.0,CE,TIER_B,2026-02-05 04:43:52.161150,2,1
788,SENSEX_2026-02-10_24650PE,SENSEX,2026-02-10,24650.0,PE,TIER_B,2026-02-05 04:43:52.161195,3,1
789,SENSEX_2026-02-10_24700CE,SENSEX,2026-02-10,24700.0,CE,TIER_B,2026-02-05 04:43:52.161235,4,1
790,SENSEX_2026-02-10_24700PE,SENSEX,2026-02-10,24700.0,PE,TIER_B,2026-02-05 04:43:52.161268,5,1
791,SENSEX_2026-02-10_24750CE,SENSEX,2026-02-10,24750.0,CE,TIER_B,2026-02-05 04:43:52.161301,1,1
792,SENSEX_2026-02-10_24750PE,SENSEX,2026-02-10,24750.0,PE,TIER_B,2026-02-05 04:43:52.161335,2,1
793,SENSEX_2026-02-10_24800CE,SENSEX,2026-02-10,24800.0,CE,TIER_B,2026-02-05 04:43:52.161364,3,1
794,SENSEX_2026-02-10_24800PE,SENSEX,2026-02-10,24800.0,PE,TIER_B,2026-02-05 04:43:52.161392,4,1
795,SENSEX_2026-02-10_24850CE,SENSEX,2026-02-10,24850.0,CE,TIER_B,2026-02-05 04:43:52.161421,5,1
796,SENSEX_2026-02-10_24850PE,SENSEX,2026-02-10,24850.0,PE,TIER_B,2026-02-05 04:43:52.161449,1,1
797,SENSEX_2026-02-10_24900CE,SENSEX,2026-02-10,24900.0,CE,TIER_B,2026-02-05 04:43:52.161479,2,1
798,SENSEX_2026-02-10_24900PE,SENSEX,2026-02-10,24900.0,PE,TIER_B,2026-02-05 04:43:52.161507,3,1
799,SENSEX_2026-02-10_24950CE,SENSEX,2026-02-10,24950.0,CE,TIER_B,2026-02-05 04:43:52.161535,4,1
800,SENSEX_2026-02-10_24950PE,SENSEX,2026-02-10,24950.0,PE,TIER_B,2026-02-05 04:43:52.161566,5,1
801,SENSEX_2026-02-10_25000CE,SENSEX,2026-02-10,25000.0,CE,TIER_B,2026-02-05 04:43:52.161598,1,1
802,SENSEX_2026-02-10_25000PE,SENSEX,2026-02-10,25000.0,PE,TIER_B,2026-02-05 04:43:52.161628,2,1
803,SENSEX_2026-02-10_25050CE,SENSEX,2026-02-10,25050.0,CE,TIER_B,2026-02-05 04:43:52.161656,3,1
804,SENSEX_2026-02-10_25050PE,SENSEX,2026-02-10,25050.0,PE,TIER_B,2026-02-05 04:43:52.161685,4,1
805,SENSEX_2026-02-10_25100CE,SENSEX,2026-02-10,25100.0,CE,TIER_B,2026-02-05 04:43:52.161716,5,1
806,SENSEX_2026-02-10_25100PE,SENSEX,2026-02-10,25100.0,PE,TIER_B,2026-02-05 04:43:52.161743,1,1
807,SENSEX_2026-02-10_25150CE,SENSEX,2026-02-10,25150.0,CE,TIER_B,2026-02-05 04:43:52.161774,2,1
808,SENSEX_2026-02-10_25150PE,SENSEX,2026-02-10,25150.0,PE,TIER_B,2026-02-05 04:43:52.161807,3,1
809,SENSEX_2026-02-10_25200CE,SENSEX,2026-02-10,25200.0,CE,TIER_B,2026-02-05 04:43:52.161838,4,1
810,SENSEX_2026-02-10_25200PE,SENSEX,2026-02-10,25200.0,PE,TIER_B,2026-02-05 04:43:52.161867,5,1
811,SENSEX_2026-02-10_25250CE,SENSEX,2026-02-10,25250.0,CE,TIER_B,2026-02-05 04:43:52.161895,1,1
812,SENSEX_2026-02-10_25250PE,SENSEX,2026-02-10,25250.0,PE,TIER_B,2026-02-05 04:43:52.161922,2,1
813,SENSEX_2026-02-10_25300CE,SENSEX,2026-02-10,25300.0,CE,TIER_B,2026-02-05 04:43:52.161950,3,1
814,SENSEX_2026-02-10_25300PE,SENSEX,2026-02-10,25300.0,PE,TIER_B,2026-02-05 04:43:52.161977,4,1
815,SENSEX_2026-02-10_25350CE,SENSEX,2026-02-10,25350.0,CE,TIER_B,2026-02-05 04:43:52.162005,5,1
816,SENSEX_2026-02-10_25350PE,SENSEX,2026-02-10,25350.0,PE,TIER_B,2026-02-05 04:43:52.162033,1,1
817,SENSEX_2026-02-10_25400CE,SENSEX,2026-02-10,25400.0,CE,TIER_B,2026-02-05 04:43:52.162061,2,1
818,SENSEX_2026-02-10_25400PE,SENSEX,2026-02-10,25400.0,PE,TIER_B,2026-02-05 04:43:52.162089,3,1
819,SENSEX_2026-02-10_25450CE,SENSEX,2026-02-10,25450.0,CE,TIER_B,2026-02-05 04:43:52.162117,4,1
820,SENSEX_2026-02-10_25450PE,SENSEX,2026-02-10,25450.0,PE,TIER_B,2026-02-05 04:43:52.162144,5,1
821,SENSEX_2026-02-10_25500CE,SENSEX,2026-02-10,25500.0,CE,TIER_B,2026-02-05 04:43:52.162172,1,1
